[2022-10-02 13:52:36,394: INFO/MainProcess] beat: Starting...
[2022-10-11 18:50:21,544: INFO/MainProcess] beat: Starting...
[2022-10-11 19:05:00,036: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-11 20:05:00,060: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-11 21:05:00,054: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-11 22:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-11 23:00:00,000: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-11 23:00:00,006: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-11 23:05:00,067: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 00:05:00,083: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 01:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 02:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 03:05:00,032: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 04:05:00,001: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 05:05:00,095: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 06:05:00,095: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 07:05:00,055: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 08:05:00,063: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 09:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 10:05:00,024: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 11:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 12:05:00,062: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 13:05:00,085: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 14:05:00,052: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 15:05:00,091: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 16:05:00,042: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 17:05:00,051: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 18:05:00,075: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 19:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 20:05:00,089: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 21:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 22:05:00,066: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-12 23:00:00,093: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-12 23:00:00,099: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-12 23:05:00,042: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 00:05:00,024: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 01:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 02:05:00,039: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 03:05:00,043: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 04:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 05:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 06:05:00,065: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 07:05:00,072: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 08:05:00,024: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 09:05:00,054: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 10:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 11:05:00,003: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 12:05:00,063: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 13:05:00,069: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 14:05:00,081: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 15:05:00,044: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 16:05:00,089: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 17:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 18:05:00,017: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 19:05:00,091: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 20:05:00,054: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 21:05:00,051: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 22:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-13 23:00:00,092: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-13 23:00:00,096: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-13 23:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 00:05:00,021: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 01:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 02:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 03:05:00,002: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 04:05:00,068: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 05:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 06:05:00,027: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 07:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 08:05:00,015: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 09:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 10:05:00,066: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 11:05:00,061: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 12:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 13:05:00,065: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 14:05:00,089: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 15:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 16:05:00,091: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 17:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 18:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 19:05:00,046: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 20:05:00,049: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 21:05:00,058: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 22:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-14 23:00:00,087: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-14 23:00:00,091: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-14 23:05:00,050: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 00:05:00,027: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 01:05:00,015: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 02:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 03:05:00,088: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 04:05:00,042: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 05:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 06:05:00,017: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 07:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 08:05:00,014: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 09:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 10:05:00,039: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 11:05:00,081: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 12:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 13:05:00,052: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 14:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 15:05:00,091: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 16:05:00,051: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 17:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 18:05:00,067: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 19:05:00,057: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 20:05:00,016: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 21:05:00,051: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 22:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-15 23:00:00,071: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-15 23:00:00,075: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-15 23:05:00,021: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 00:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 01:05:00,035: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 02:05:00,033: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 03:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 04:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 05:05:00,025: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 06:05:00,031: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 07:05:00,084: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 08:05:00,054: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 09:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 10:05:00,044: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 11:05:00,052: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 12:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 13:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 14:05:00,091: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 15:05:00,064: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 16:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 17:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 18:05:00,040: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 19:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 20:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 21:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 22:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-16 23:00:00,092: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-16 23:00:00,097: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-16 23:05:00,037: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 00:05:00,078: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 01:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 02:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 03:05:00,068: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 04:05:00,033: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 05:05:00,028: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 06:05:00,067: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 07:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 08:05:00,057: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 09:05:00,074: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 10:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 11:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 12:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 13:05:00,077: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 14:05:00,061: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 15:05:00,060: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 16:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 17:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 18:05:00,082: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 19:05:00,076: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 20:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 21:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 22:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-17 23:00:00,091: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-17 23:00:00,098: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-17 23:05:00,095: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 00:05:00,013: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 01:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 02:05:00,094: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 03:05:00,034: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 04:05:00,019: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 05:05:00,084: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 06:05:00,077: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 07:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 08:05:00,078: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 09:05:00,071: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 10:05:00,074: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 11:05:00,034: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 12:05:00,001: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 13:05:00,082: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 14:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 15:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 16:05:00,082: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 17:05:00,088: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 18:05:00,068: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 19:05:00,059: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 20:05:00,040: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 21:05:00,043: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 22:05:00,082: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-18 23:00:00,068: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-18 23:00:00,073: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-18 23:05:00,039: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 00:05:00,006: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 01:05:00,057: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 02:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 03:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 04:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 05:05:00,064: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 06:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 07:05:00,005: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 08:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 09:05:00,074: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 10:05:00,041: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 11:05:00,066: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 12:05:00,069: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 13:05:00,081: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 14:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 15:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 16:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 17:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 18:05:00,045: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 19:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 20:05:00,092: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 21:05:00,088: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 22:05:00,093: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-19 23:00:00,092: INFO/MainProcess] Scheduler: Sending due task reset_checks (reset_checks)
[2022-10-19 23:00:00,097: INFO/MainProcess] Scheduler: Sending due task reset_throttled (reset_throttled)
[2022-10-19 23:05:00,081: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 00:05:00,090: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 01:05:00,014: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 02:05:00,014: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 03:05:00,074: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 04:05:00,013: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 05:05:00,040: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 06:05:00,000: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 07:05:00,021: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 08:05:00,019: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 09:05:00,047: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 10:05:00,088: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
[2022-10-20 11:05:00,086: INFO/MainProcess] Scheduler: Sending due task calculate_and_save_ctr (calculate_and_save_ctr)
